,Person,vote,Fecha,Documento,Materia,Artículo,Tipo,Resultado,Afir.,Neg.,Abst.,Detalle,vote2,date,dateDoc,name1,name2,party,sort
846,"Monckeberg Díaz, Nicolás",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Monckeberg Díaz, Nicolás",Sr. Monckeberg D. Nicolás,Renovación Nacional,2
847,"Monsalve Benavides, Manuel",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Monsalve Benavides, Manuel",Sr. Monsalve B. Manuel,Partido Socialista,-3
848,"Morales Muñoz, Celso",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Morales Muñoz, Celso",Sr. Morales M. Celso,Unión Demócrata Independiente,4
849,"Morano Cornejo, Juan Enrique",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Morano Cornejo, Juan Enrique",Sr. Morano C. Juan Enrique,Partido Demócrata Cristiano,0
850,"Nogueira Fernández, Claudia",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Nogueira Fernández, Claudia",Sra. Nogueira F. Claudia,Unión Demócrata Independiente,4
851,"Núñez Arancibia, Daniel",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Núñez Arancibia, Daniel",Sr. Núñez A. Daniel,Partido Comunista,-5
852,"Núñez Urrutia, Paulina",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Núñez Urrutia, Paulina",Sra. Núñez U. Paulina,Renovación Nacional,2
853,"Ojeda Uribe, Sergio",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Ojeda Uribe, Sergio",Sr. Ojeda U. Sergio,Partido Demócrata Cristiano,0
854,"Ortiz Novoa, José Miguel",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Ortiz Novoa, José Miguel",Sr. Ortiz N. José Miguel,Partido Demócrata Cristiano,0
855,"Pacheco Rivas, Clemira",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Pacheco Rivas, Clemira",Sra. Pacheco R. Clemira,Partido Socialista,-3
856,"Paulsen Kehr, Diego",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Paulsen Kehr, Diego",Sr. Paulsen K. Diego,Renovación Nacional,2
857,"Pérez Lahsen, Leopoldo",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Pérez Lahsen, Leopoldo",Sr. Pérez L. Leopoldo,Renovación Nacional,2
858,"Poblete Zapata, Roberto",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Poblete Zapata, Roberto",Sr. Poblete Z. Roberto,Independientes,1
859,"Provoste Campillay, Yasna",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Provoste Campillay, Yasna",Sra. Provoste C. Yasna,Partido Demócrata Cristiano,0
860,"Rathgeb Schifferli, Jorge",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Rathgeb Schifferli, Jorge",Sr. Rathgeb S. Jorge,Renovación Nacional,2
861,"Rincón González, Ricardo",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Rincón González, Ricardo",Sr. Rincón G. Ricardo,Partido Demócrata Cristiano,0
862,"Robles Pantoja, Alberto",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Robles Pantoja, Alberto",Sr. Robles P. Alberto,Partido Radical Social Demócrata,-4
863,"Rocafull López, Luis",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Rocafull López, Luis",Sr. Rocafull L. Luis,Partido Socialista,-3
864,"Rubilar Barahona, Karla",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Rubilar Barahona, Karla",Sra. Rubilar B. Karla,Independientes,1
865,"Sabag Villalobos, Jorge",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Sabag Villalobos, Jorge",Sr. Sabag V. Jorge,Partido Demócrata Cristiano,0
866,"Sabat Fernández, Marcela",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Sabat Fernández, Marcela",Sra. Sabat F. Marcela,Renovación Nacional,2
867,"Saffirio Espinoza, René",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Saffirio Espinoza, René",Sr. Saffirio E. René,Independientes,1
868,"Saldívar Auger, Raúl",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Saldívar Auger, Raúl",Sr. Saldívar A. Raúl,Partido Socialista,-3
869,"Sandoval Plaza, David",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Sandoval Plaza, David",Sr. Sandoval P. David,Unión Demócrata Independiente,4
870,"Santana Tirachini, Alejandro",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Santana Tirachini, Alejandro",Sr. Santana T. Alejandro,Renovación Nacional,2
871,"Schilling Rodríguez, Marcelo",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Schilling Rodríguez, Marcelo",Sr. Schilling R. Marcelo,Partido Socialista,-3
872,"Silber Romo, Gabriel",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Silber Romo, Gabriel",Sr. Silber R. Gabriel,Partido Demócrata Cristiano,0
873,"Soto Ferrada, Leonardo",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Soto Ferrada, Leonardo",Sr. Soto F. Leonardo,Partido Socialista,-3
874,"Tarud Daccarett, Jorge",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Tarud Daccarett, Jorge",Sr. Tarud D. Jorge,Partido Por la Democracia,-2
875,"Teillier Del Valle, Guillermo",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Teillier Del Valle, Guillermo",Sr. Teillier D. Guillermo,Partido Comunista,-5
876,"Torres Jeldes, Víctor",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Torres Jeldes, Víctor",Sr. Torres J. Víctor,Partido Demócrata Cristiano,0
877,"Trisotti Martínez, Renzo",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Trisotti Martínez, Renzo",Sr. Trisotti M. Renzo,Unión Demócrata Independiente,4
878,"Urízar Muñoz, Christian",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Urízar Muñoz, Christian",Sr. Urízar M. Christian,Partido Socialista,-3
879,"Urrutia Bonilla, Ignacio",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Urrutia Bonilla, Ignacio",Sr. Urrutia B. Ignacio,Unión Demócrata Independiente,4
880,"Urrutia Soto, Osvaldo",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Urrutia Soto, Osvaldo",Sr. Urrutia S. Osvaldo,Unión Demócrata Independiente,4
881,"Vallejo Dowling, Camila",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Vallejo Dowling, Camila",Sra. Vallejo D. Camila,Partido Comunista,-5
882,"Venegas Cárdenas, Mario",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Venegas Cárdenas, Mario",Sr. Venegas C. Mario,Partido Demócrata Cristiano,0
883,"Verdugo Soto, Germán",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Verdugo Soto, Germán",Sr. Verdugo S. Germán,Renovación Nacional,2
884,"Walker Prieto, Matías",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Walker Prieto, Matías",Sr. Walker P. Matías,Partido Demócrata Cristiano,0
885,"Chávez Velásquez, Marcelo",En Contra,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,-1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Chávez Velásquez, Marcelo",Sr. Chávez V. Marcelo,Partido Demócrata Cristiano,0
886,"Norambuena Farías, Iván",En Contra,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,-1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Norambuena Farías, Iván",Sr. Norambuena F. Iván,Unión Demócrata Independiente,4
887,"Ulloa Aguillón, Jorge",En Contra,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,-1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Ulloa Aguillón, Jorge",Sr. Ulloa A. Jorge,Unión Demócrata Independiente,4
888,"Vallespín López, Patricio",En Contra,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,-1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Vallespín López, Patricio",Sr. Vallespín L. Patricio,Partido Demócrata Cristiano,0
889,"Van Rysselberghe Herrera, Enrique",En Contra,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,-1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Van Rysselberghe Herrera, Enrique",Sr. Van Rysselberghe H. Enrique,Unión Demócrata Independiente,4
890,"Silva Méndez, Ernesto",Abstención,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,-2.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Silva Méndez, Ernesto",Sr. Silva M. Ernesto,Unión Demócrata Independiente,4
891,"Squella Ovalle, Arturo",Abstención,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,-2.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Squella Ovalle, Arturo",Sr. Squella O. Arturo,Unión Demócrata Independiente,4
892,"Ward Edwards, Felipe",Abstención,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,-2.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Ward Edwards, Felipe",Sr. Ward E. Felipe,Unión Demócrata Independiente,4
893,"Alvarez-Salamanca Ramírez, Pedro Pablo",A Favor,4 de jul de 2017 - 18:31,Otro Documento,informe de la Comisión Especial Investigadora del funcionamiento...,,,RECHAZADO,36,47,13,Ver,1.0,2017-07-04 18:31:00,2017-07-04 18:31:00 - Otro Documento,"Alvarez-Salamanca Ramírez, Pedro Pablo",Sr. Alvarez-Salamanca R. Pedro Pablo,Unión Demócrata Independiente,4
894,"Barros Montero, Ramón",A Favor,4 de jul de 2017 - 18:31,Otro Documento,informe de la Comisión Especial Investigadora del funcionamiento...,,,RECHAZADO,36,47,13,Ver,1.0,2017-07-04 18:31:00,2017-07-04 18:31:00 - Otro Documento,"Barros Montero, Ramón",Sr. Barros M. Ramón,Unión Demócrata Independiente,4
895,"Becker Alvear, Germán",A Favor,4 de jul de 2017 - 18:31,Otro Documento,informe de la Comisión Especial Investigadora del funcionamiento...,,,RECHAZADO,36,47,13,Ver,1.0,2017-07-04 18:31:00,2017-07-04 18:31:00 - Otro Documento,"Becker Alvear, Germán",Sr. Becker A. Germán,Renovación Nacional,2
896,"Bellolio Avaria, Jaime",A Favor,4 de jul de 2017 - 18:31,Otro Documento,informe de la Comisión Especial Investigadora del funcionamiento...,,,RECHAZADO,36,47,13,Ver,1.0,2017-07-04 18:31:00,2017-07-04 18:31:00 - Otro Documento,"Bellolio Avaria, Jaime",Sr. Bellolio A. Jaime,Unión Demócrata Independiente,4
897,"Berger Fett, Bernardo",A Favor,4 de jul de 2017 - 18:31,Otro Documento,informe de la Comisión Especial Investigadora del funcionamiento...,,,RECHAZADO,36,47,13,Ver,1.0,2017-07-04 18:31:00,2017-07-04 18:31:00 - Otro Documento,"Berger Fett, Bernardo",Sr. Berger F. Bernardo,Renovación Nacional,2
898,"Coloma Alamos, Juan Antonio",A Favor,4 de jul de 2017 - 18:31,Otro Documento,informe de la Comisión Especial Investigadora del funcionamiento...,,,RECHAZADO,36,47,13,Ver,1.0,2017-07-04 18:31:00,2017-07-04 18:31:00 - Otro Documento,"Coloma Alamos, Juan Antonio",Sr. Coloma A. Juan Antonio,Unión Demócrata Independiente,4
899,"De Mussy Hiriart, Felipe",A Favor,4 de jul de 2017 - 18:31,Otro Documento,informe de la Comisión Especial Investigadora del funcionamiento...,,,RECHAZADO,36,47,13,Ver,1.0,2017-07-04 18:31:00,2017-07-04 18:31:00 - Otro Documento,"De Mussy Hiriart, Felipe",Sr. De Mussy H. Felipe,Unión Demócrata Independiente,4
900,"Farías Ponce, Ramón",A Favor,4 de jul de 2017 - 18:31,Otro Documento,informe de la Comisión Especial Investigadora del funcionamiento...,,,RECHAZADO,36,47,13,Ver,1.0,2017-07-04 18:31:00,2017-07-04 18:31:00 - Otro Documento,"Farías Ponce, Ramón",Sr. Farías P. Ramón,Partido Por la Democracia,-2
