,Person,vote,Fecha,Documento,Materia,Artículo,Tipo,Resultado,Afir.,Neg.,Abst.,Detalle,vote2,date,dateDoc,name1,name2,party,sort
781,"Vallejo Dowling, Camila",A Favor,5 de jul de 2017 - 13:57,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","1, 2, 6, 7, 8, 9, 10, 11 y 16 permanentes y los artículos...",GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:57:00,2017-07-05 13:57:00 - Boletín N° 10277-06,"Vallejo Dowling, Camila",Sra. Vallejo D. Camila,Partido Comunista,-5
782,"Venegas Cárdenas, Mario",A Favor,5 de jul de 2017 - 13:57,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","1, 2, 6, 7, 8, 9, 10, 11 y 16 permanentes y los artículos...",GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:57:00,2017-07-05 13:57:00 - Boletín N° 10277-06,"Venegas Cárdenas, Mario",Sr. Venegas C. Mario,Partido Demócrata Cristiano,0
783,"Verdugo Soto, Germán",A Favor,5 de jul de 2017 - 13:57,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","1, 2, 6, 7, 8, 9, 10, 11 y 16 permanentes y los artículos...",GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:57:00,2017-07-05 13:57:00 - Boletín N° 10277-06,"Verdugo Soto, Germán",Sr. Verdugo S. Germán,Renovación Nacional,2
784,"Walker Prieto, Matías",A Favor,5 de jul de 2017 - 13:57,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","1, 2, 6, 7, 8, 9, 10, 11 y 16 permanentes y los artículos...",GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:57:00,2017-07-05 13:57:00 - Boletín N° 10277-06,"Walker Prieto, Matías",Sr. Walker P. Matías,Partido Demócrata Cristiano,0
785,"Chávez Velásquez, Marcelo",En Contra,5 de jul de 2017 - 13:57,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","1, 2, 6, 7, 8, 9, 10, 11 y 16 permanentes y los artículos...",GENERAL,APROBADO,92,5,3,Ver,-1.0,2017-07-05 13:57:00,2017-07-05 13:57:00 - Boletín N° 10277-06,"Chávez Velásquez, Marcelo",Sr. Chávez V. Marcelo,Partido Demócrata Cristiano,0
786,"Norambuena Farías, Iván",En Contra,5 de jul de 2017 - 13:57,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","1, 2, 6, 7, 8, 9, 10, 11 y 16 permanentes y los artículos...",GENERAL,APROBADO,92,5,3,Ver,-1.0,2017-07-05 13:57:00,2017-07-05 13:57:00 - Boletín N° 10277-06,"Norambuena Farías, Iván",Sr. Norambuena F. Iván,Unión Demócrata Independiente,4
787,"Ulloa Aguillón, Jorge",En Contra,5 de jul de 2017 - 13:57,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","1, 2, 6, 7, 8, 9, 10, 11 y 16 permanentes y los artículos...",GENERAL,APROBADO,92,5,3,Ver,-1.0,2017-07-05 13:57:00,2017-07-05 13:57:00 - Boletín N° 10277-06,"Ulloa Aguillón, Jorge",Sr. Ulloa A. Jorge,Unión Demócrata Independiente,4
788,"Vallespín López, Patricio",En Contra,5 de jul de 2017 - 13:57,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","1, 2, 6, 7, 8, 9, 10, 11 y 16 permanentes y los artículos...",GENERAL,APROBADO,92,5,3,Ver,-1.0,2017-07-05 13:57:00,2017-07-05 13:57:00 - Boletín N° 10277-06,"Vallespín López, Patricio",Sr. Vallespín L. Patricio,Partido Demócrata Cristiano,0
789,"Van Rysselberghe Herrera, Enrique",En Contra,5 de jul de 2017 - 13:57,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","1, 2, 6, 7, 8, 9, 10, 11 y 16 permanentes y los artículos...",GENERAL,APROBADO,92,5,3,Ver,-1.0,2017-07-05 13:57:00,2017-07-05 13:57:00 - Boletín N° 10277-06,"Van Rysselberghe Herrera, Enrique",Sr. Van Rysselberghe H. Enrique,Unión Demócrata Independiente,4
790,"Silva Méndez, Ernesto",Abstención,5 de jul de 2017 - 13:57,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","1, 2, 6, 7, 8, 9, 10, 11 y 16 permanentes y los artículos...",GENERAL,APROBADO,92,5,3,Ver,-2.0,2017-07-05 13:57:00,2017-07-05 13:57:00 - Boletín N° 10277-06,"Silva Méndez, Ernesto",Sr. Silva M. Ernesto,Unión Demócrata Independiente,4
791,"Squella Ovalle, Arturo",Abstención,5 de jul de 2017 - 13:57,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","1, 2, 6, 7, 8, 9, 10, 11 y 16 permanentes y los artículos...",GENERAL,APROBADO,92,5,3,Ver,-2.0,2017-07-05 13:57:00,2017-07-05 13:57:00 - Boletín N° 10277-06,"Squella Ovalle, Arturo",Sr. Squella O. Arturo,Unión Demócrata Independiente,4
792,"Ward Edwards, Felipe",Abstención,5 de jul de 2017 - 13:57,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","1, 2, 6, 7, 8, 9, 10, 11 y 16 permanentes y los artículos...",GENERAL,APROBADO,92,5,3,Ver,-2.0,2017-07-05 13:57:00,2017-07-05 13:57:00 - Boletín N° 10277-06,"Ward Edwards, Felipe",Sr. Ward E. Felipe,Unión Demócrata Independiente,4
793,"Aguiló Melo, Sergio",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Aguiló Melo, Sergio",Sr. Aguiló M. Sergio,Izquierda Ciudadana,-3
794,"Alvarado Ramírez, Miguel Ángel",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Alvarado Ramírez, Miguel Ángel",Sr. Alvarado R. Miguel Ángel,Partido Por la Democracia,-2
795,"Alvarez Vera, Jenny",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Alvarez Vera, Jenny",Sra. Alvarez V. Jenny,Partido Socialista,-3
796,"Alvarez-Salamanca Ramírez, Pedro Pablo",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Alvarez-Salamanca Ramírez, Pedro Pablo",Sr. Alvarez-Salamanca R. Pedro Pablo,Unión Demócrata Independiente,4
797,"Andrade Lara, Osvaldo",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Andrade Lara, Osvaldo",Sr. Andrade L. Osvaldo,Partido Socialista,-3
798,"Arriagada Macaya, Claudio",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Arriagada Macaya, Claudio",Sr. Arriagada M. Claudio,Partido Demócrata Cristiano,0
799,"Auth Stewart, Pepe",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Auth Stewart, Pepe",Sr. Auth S. Pepe,Independientes,1
800,"Barros Montero, Ramón",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Barros Montero, Ramón",Sr. Barros M. Ramón,Unión Demócrata Independiente,4
801,"Becker Alvear, Germán",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Becker Alvear, Germán",Sr. Becker A. Germán,Renovación Nacional,2
802,"Bellolio Avaria, Jaime",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Bellolio Avaria, Jaime",Sr. Bellolio A. Jaime,Unión Demócrata Independiente,4
803,"Berger Fett, Bernardo",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Berger Fett, Bernardo",Sr. Berger F. Bernardo,Renovación Nacional,2
804,"Boric Font, Gabriel",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Boric Font, Gabriel",Sr. Boric F. Gabriel,Independientes,1
805,"Browne Urrejola, Pedro",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Browne Urrejola, Pedro",Sr. Browne U. Pedro,Independientes,1
806,"Campos Jara, Cristián",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Campos Jara, Cristián",Sr. Campos J. Cristián,Partido Por la Democracia,-2
807,"Cariola Oliva, Karol",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Cariola Oliva, Karol",Sra. Cariola O. Karol,Partido Comunista,-5
808,"Carmona Soto, Lautaro",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Carmona Soto, Lautaro",Sr. Carmona S. Lautaro,Partido Comunista,-5
809,"Carvajal Ambiado, Loreto",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Carvajal Ambiado, Loreto",Sra. Carvajal A. Loreto,Partido Por la Democracia,-2
810,"Castro González, Juan Luis",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Castro González, Juan Luis",Sr. Castro G. Juan Luis,Partido Socialista,-3
811,"Ceroni Fuentes, Guillermo",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Ceroni Fuentes, Guillermo",Sr. Ceroni F. Guillermo,Partido Por la Democracia,-2
812,"Chahin Valenzuela, Fuad",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Chahin Valenzuela, Fuad",Sr. Chahin V. Fuad,Partido Demócrata Cristiano,0
813,"Cicardini Milla, Daniella",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Cicardini Milla, Daniella",Sra. Cicardini M. Daniella,Partido Socialista,-3
814,"Coloma Alamos, Juan Antonio",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Coloma Alamos, Juan Antonio",Sr. Coloma A. Juan Antonio,Unión Demócrata Independiente,4
815,"Cornejo González, Aldo",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Cornejo González, Aldo",Sr. Cornejo G. Aldo,Partido Demócrata Cristiano,0
816,"Edwards Silva, Rojo",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Edwards Silva, Rojo",Sr. Edwards S. Rojo,Renovación Nacional,2
817,"Espinosa Monardes, Marcos",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Espinosa Monardes, Marcos",Sr. Espinosa M. Marcos,Partido Radical Social Demócrata,-4
818,"Espinoza Sandoval, Fidel",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Espinoza Sandoval, Fidel",Sr. Espinoza S. Fidel,Partido Socialista,-3
819,"Farcas Guendelman, Daniel",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Farcas Guendelman, Daniel",Sr. Farcas G. Daniel,Partido Por la Democracia,-2
820,"Flores García, Iván",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Flores García, Iván",Sr. Flores G. Iván,Partido Demócrata Cristiano,0
821,"Fuentes Castillo, Iván",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Fuentes Castillo, Iván",Sr. Fuentes C. Iván,Independientes,1
822,"García García, René Manuel",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"García García, René Manuel",Sr. García G. René Manuel,Renovación Nacional,2
823,"Girardi Lavín, Cristina",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Girardi Lavín, Cristina",Sra. Girardi L. Cristina,Partido Por la Democracia,-2
824,"Godoy Ibáñez, Joaquín",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Godoy Ibáñez, Joaquín",Sr. Godoy I. Joaquín,Amplitud,1
825,"González Torres, Rodrigo",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"González Torres, Rodrigo",Sr. González T. Rodrigo,Partido Por la Democracia,-2
826,"Gutiérrez Gálvez, Hugo",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Gutiérrez Gálvez, Hugo",Sr. Gutiérrez G. Hugo,Partido Comunista,-5
827,"Hasbún Selume, Gustavo",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Hasbún Selume, Gustavo",Sr. Hasbún S. Gustavo,Unión Demócrata Independiente,4
828,"Hernández Hernández, Javier",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Hernández Hernández, Javier",Sr. Hernández H. Javier,Unión Demócrata Independiente,4
829,"Hernando Pérez, Marcela",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Hernando Pérez, Marcela",Sra. Hernando P. Marcela,Partido Radical Social Demócrata,-4
830,"Jackson Drago, Giorgio",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Jackson Drago, Giorgio",Sr. Jackson D. Giorgio,Revolución Democrática,2
831,"Jaramillo Becker, Enrique",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Jaramillo Becker, Enrique",Sr. Jaramillo B. Enrique,Partido Por la Democracia,-2
832,"Jarpa Wevar, Carlos Abel",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Jarpa Wevar, Carlos Abel",Sr. Jarpa W. Carlos Abel,Partido Radical Social Demócrata,-4
833,"Jiménez Fuentes, Tucapel",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Jiménez Fuentes, Tucapel",Sr. Jiménez F. Tucapel,Partido Por la Democracia,-2
834,"Kast Sommerhoff, Felipe",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Kast Sommerhoff, Felipe",Sr. Kast S. Felipe,Evópoli,1
835,"Lavín León, Joaquín",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Lavín León, Joaquín",Sr. Lavín L. Joaquín,Unión Demócrata Independiente,4
836,"Lemus Aracena, Luis",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Lemus Aracena, Luis",Sr. Lemus A. Luis,Partido Socialista,-3
837,"León Ramírez, Roberto",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"León Ramírez, Roberto",Sr. León R. Roberto,Partido Demócrata Cristiano,0
838,"Letelier Norambuena, Felipe",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Letelier Norambuena, Felipe",Sr. Letelier N. Felipe,Partido Por la Democracia,-2
839,"Lorenzini Basso, Pablo",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Lorenzini Basso, Pablo",Sr. Lorenzini B. Pablo,Partido Demócrata Cristiano,0
840,"Melero Abaroa, Patricio",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Melero Abaroa, Patricio",Sr. Melero A. Patricio,Unión Demócrata Independiente,4
841,"Melo Contreras, Daniel",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Melo Contreras, Daniel",Sr. Melo C. Daniel,Partido Socialista,-3
842,"Meza Moncada, Fernando",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Meza Moncada, Fernando",Sr. Meza M. Fernando,Partido Radical Social Demócrata,-4
843,"Mirosevic Verdugo, Vlado",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Mirosevic Verdugo, Vlado",Sr. Mirosevic V. Vlado,Partido Liberal de Chile,1
844,"Molina Oliva, Andrea",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Molina Oliva, Andrea",Sra. Molina O. Andrea,Unión Demócrata Independiente,4
845,"Monckeberg Bruner, Cristián",A Favor,5 de jul de 2017 - 13:56,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",con la salvedad de las normas que requieren quorum...,GENERAL,APROBADO,92,5,3,Ver,1.0,2017-07-05 13:56:00,2017-07-05 13:56:00 - Boletín N° 10277-06,"Monckeberg Bruner, Cristián",Sr. Monckeberg B. Cristián,Renovación Nacional,2
