,Person,vote,Fecha,Documento,Materia,Artículo,Tipo,Resultado,Afir.,Neg.,Abst.,Detalle,vote2,date,dateDoc
70,"Rocafull López, Luis",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
71,"Rubilar Barahona, Karla",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
72,"Sabag Villalobos, Jorge",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
73,"Sabat Fernández, Marcela",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
74,"Saffirio Espinoza, René",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
75,"Saldívar Auger, Raúl",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
76,"Sandoval Plaza, David",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
77,"Santana Tirachini, Alejandro",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
78,"Schilling Rodríguez, Marcelo",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
79,"Silber Romo, Gabriel",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
80,"Soto Ferrada, Leonardo",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
81,"Tarud Daccarett, Jorge",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
82,"Teillier Del Valle, Guillermo",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
83,"Torres Jeldes, Víctor",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
84,"Trisotti Martínez, Renzo",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
85,"Urízar Muñoz, Christian",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
86,"Urrutia Bonilla, Ignacio",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
87,"Urrutia Soto, Osvaldo",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
88,"Vallejo Dowling, Camila",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
89,"Venegas Cárdenas, Mario",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
90,"Verdugo Soto, Germán",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
91,"Walker Prieto, Matías",A Favor,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
92,"Norambuena Farías, Iván",En Contra,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,-1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
93,"Ulloa Aguillón, Jorge",En Contra,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,-1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
94,"Van Rysselberghe Herrera, Enrique",En Contra,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,-1.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
95,"Chávez Velásquez, Marcelo",Abstención,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,-2.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
96,"Silva Méndez, Ernesto",Abstención,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,-2.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
97,"Squella Ovalle, Arturo",Abstención,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,-2.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
98,"Vallespín López, Patricio",Abstención,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,-2.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
99,"Ward Edwards, Felipe",Abstención,5 de jul de 2017 - 13:59,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...","2 permanente, con las modificaciones propuestas por...",PARTICULAR,APROBADO,92,3,5,Ver,-2.0,2017-07-05 13:59:00,2017-07-05 13:59:00 - Boletín N° 10277-06
0,"Aguiló Melo, Sergio",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
1,"Alvarado Ramírez, Miguel Ángel",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
2,"Alvarez Vera, Jenny",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
3,"Alvarez-Salamanca Ramírez, Pedro Pablo",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
4,"Andrade Lara, Osvaldo",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
5,"Arriagada Macaya, Claudio",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
6,"Auth Stewart, Pepe",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
7,"Barros Montero, Ramón",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
8,"Becker Alvear, Germán",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
9,"Bellolio Avaria, Jaime",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
10,"Berger Fett, Bernardo",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
11,"Boric Font, Gabriel",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
12,"Browne Urrejola, Pedro",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
13,"Campos Jara, Cristián",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
14,"Cariola Oliva, Karol",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
15,"Carmona Soto, Lautaro",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
16,"Carvajal Ambiado, Loreto",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
17,"Castro González, Juan Luis",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
18,"Ceroni Fuentes, Guillermo",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
19,"Chahin Valenzuela, Fuad",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
20,"Cicardini Milla, Daniella",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
21,"Coloma Alamos, Juan Antonio",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
22,"Edwards Silva, Rojo",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
23,"Espinosa Monardes, Marcos",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
24,"Espinoza Sandoval, Fidel",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
25,"Farcas Guendelman, Daniel",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
26,"Flores García, Iván",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
27,"Fuentes Castillo, Iván",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
28,"García García, René Manuel",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
29,"Girardi Lavín, Cristina",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
30,"Godoy Ibáñez, Joaquín",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
31,"González Torres, Rodrigo",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
32,"Gutiérrez Gálvez, Hugo",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
33,"Hasbún Selume, Gustavo",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
34,"Hernández Hernández, Javier",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
35,"Hernando Pérez, Marcela",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
36,"Jackson Drago, Giorgio",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
37,"Jaramillo Becker, Enrique",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
38,"Jarpa Wevar, Carlos Abel",A Favor,5 de jul de 2017 - 13:58,Boletín N° 10277-06,"Crea la XVI Región de Ñuble y las provincias de Diguillín,...",5 permanente.,GENERAL,APROBADO,91,5,3,Ver,1.0,2017-07-05 13:58:00,2017-07-05 13:58:00 - Boletín N° 10277-06
