,Person,vote,Fecha,Documento,Materia,Artículo,Tipo,Resultado,Afir.,Neg.,Abst.,Detalle,vote2,date,dateDoc
0,"Aguiló Melo, Sergio",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
1,"Alvarado Ramírez, Miguel Ángel",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
2,"Alvarez Vera, Jenny",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
3,"Andrade Lara, Osvaldo",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
4,"Arriagada Macaya, Claudio",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
5,"Auth Stewart, Pepe",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
6,"Boric Font, Gabriel",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
7,"Browne Urrejola, Pedro",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
8,"Campos Jara, Cristián",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
9,"Cariola Oliva, Karol",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
10,"Carmona Soto, Lautaro",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
11,"Carvajal Ambiado, Loreto",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
12,"Castro González, Juan Luis",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
13,"Ceroni Fuentes, Guillermo",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
14,"Chahin Valenzuela, Fuad",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
15,"Cicardini Milla, Daniella",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
16,"Cornejo González, Aldo",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
17,"Espejo Yaksic, Sergio",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
18,"Espinosa Monardes, Marcos",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
19,"Espinoza Sandoval, Fidel",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
20,"Farcas Guendelman, Daniel",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
21,"Farías Ponce, Ramón",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
22,"Flores García, Iván",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
23,"Fuentes Castillo, Iván",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
24,"García García, René Manuel",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
25,"Girardi Lavín, Cristina",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
26,"González Torres, Rodrigo",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
27,"Gutiérrez Gálvez, Hugo",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
28,"Hernando Pérez, Marcela",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
29,"Jackson Drago, Giorgio",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
30,"Jaramillo Becker, Enrique",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
31,"Jarpa Wevar, Carlos Abel",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
32,"Jiménez Fuentes, Tucapel",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
33,"Kast Sommerhoff, Felipe",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
34,"Kort Garriga, Issa",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
35,"Lemus Aracena, Luis",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
36,"León Ramírez, Roberto",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
37,"Letelier Norambuena, Felipe",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
38,"Lorenzini Basso, Pablo",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
39,"Melo Contreras, Daniel",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
40,"Meza Moncada, Fernando",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
41,"Monsalve Benavides, Manuel",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
42,"Morano Cornejo, Juan Enrique",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
43,"Nogueira Fernández, Claudia",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
44,"Núñez Arancibia, Daniel",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
45,"Núñez Lozano, Marco Antonio",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
46,"Núñez Urrutia, Paulina",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
47,"Ojeda Uribe, Sergio",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
48,"Ortiz Novoa, José Miguel",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
49,"Pacheco Rivas, Clemira",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
50,"Paulsen Kehr, Diego",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
51,"Pérez Arriagada, José",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
52,"Pilowsky Greene, Jaime",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
53,"Poblete Zapata, Roberto",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
54,"Provoste Campillay, Yasna",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
55,"Rincón González, Ricardo",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
56,"Robles Pantoja, Alberto",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
57,"Rocafull López, Luis",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
58,"Rubilar Barahona, Karla",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
59,"Sabag Villalobos, Jorge",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
60,"Sabat Fernández, Marcela",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
61,"Saffirio Espinoza, René",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
62,"Saldívar Auger, Raúl",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
63,"Schilling Rodríguez, Marcelo",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
64,"Sepúlveda Orbenes, Alejandra",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
65,"Silber Romo, Gabriel",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
66,"Soto Ferrada, Leonardo",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
67,"Tarud Daccarett, Jorge",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
68,"Teillier Del Valle, Guillermo",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
69,"Torres Jeldes, Víctor",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
70,"Vallejo Dowling, Camila",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
71,"Vallespín López, Patricio",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
72,"Venegas Cárdenas, Mario",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
73,"Verdugo Soto, Germán",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
74,"Walker Prieto, Matías",A Favor,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
75,"Coloma Alamos, Juan Antonio",En Contra,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,-1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
76,"Hasbún Selume, Gustavo",En Contra,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,-1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
77,"Kast Rist, José Antonio",En Contra,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,-1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
78,"Silva Méndez, Ernesto",En Contra,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,-1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
79,"Squella Ovalle, Arturo",En Contra,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,-1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
80,"Ulloa Aguillón, Jorge",En Contra,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,-1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
81,"Urrutia Bonilla, Ignacio",En Contra,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,-1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
82,"Van Rysselberghe Herrera, Enrique",En Contra,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,-1.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
83,"Alvarez-Salamanca Ramírez, Pedro Pablo",Abstención,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,-2.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
84,"Barros Montero, Ramón",Abstención,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,-2.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
85,"Becker Alvear, Germán",Abstención,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,-2.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
86,"Bellolio Avaria, Jaime",Abstención,4 de jul de 2017 - 13:33,Boletín N° 10545-08,Establece un nuevo gobierno corporativo de la Empresa...,enmienda introducida por el Senado en la letra a) del...,UNICA,APROBADO,75,8,26,Ver,-2.0,2017-07-04 13:33:00,2017-07-04 13:33:00 - Boletín N° 10545-08
